# Skeleton adjudication ledger — the VALIDITY gate. TAB-separated, 4 fields:
#   sentence <TAB> skeleton (sense-erased) <TAB> verdict <TAB> evidence
#
# Run `scripts/audit-skeletons.sh` to check coverage; it FAILS while anything is unadjudicated and
# writes a worksheet of the missing rows with `--worksheet`.
#
# WHY THIS EXISTS, SEPARATELY FROM expected-readings.tsv. That file gates FAITHFULNESS — the correct
# reading is still present — and says nothing about the other readings, so a unit can pass it while
# carrying invalid ones. Nothing checked those. An informal review of them on 2026-07-28 produced
# impressions rather than findings: it SAMPLED (`sort -u | head -6`) instead of enumerating, drifted
# between the two questions, and had no stated admissibility criterion, so "looks wrong" stood in for
# three different verdicts. One claim from that pass was wrong on inspection (the PARP-1 unit was
# called all-flat; 8 of its 10 readings are nested). This ledger is the correction: one row per
# skeleton, a verdict, and the evidence.
#
# VERDICTS — exactly one of:
#   correct    the intended reading. At most one per unit; it is also the pin.
#   available  structurally available and NOT the grammar's to refuse — semantically false, or true
#              but dispreferred. A PP that may attach high or low yields one `correct` and one
#              `available`. Ranking's problem.
#   invalid    the grammar should not produce it. Evidence MUST establish inadmissibility under EVERY
#              sense assignment, and name the rule that should block it. This is the defect backlog.
#
# The `available`/`invalid` line decides rule-change vs ranking-change, so argue over it. A merely
# false reading is `available`. The germline family qualified as `invalid` because "MSH6 causes Lynch
# syndrome" is false whether MSH6 denotes the gene or the protein — no sense assignment rescues it.
#

# Seeded 2026-07-28 with ONLY the verdicts established by evidence at the time; the remainder is
# deliberately left unadjudicated rather than bulk-filled, so the gate reports the real state.
# Skeleton strings are copied VERBATIM from the worksheet - a first attempt typed them by hand and all
# rows registered as stale, which is what the (unit, skeleton) key is for.
Synthetic lethality is an interaction between two genetic events.	And(is_a(kind_of(§), §), prep_between(kind_of(§), kind_of(ΣG#0:§. And(§(G#0), compound_kind(G#0, §)))))	available	The `between` PP attaches HIGH to the subject — 'SL is an interaction AND SL is between two genetic events' — instead of nesting into the predicate nominal. Both are real attachments of a PP after a predicate nominal; the high one is merely weaker here. Attachment preference, not a grammar defect.
Depletion of WRN promoted apoptosis and cell cycle arrest in MSI models.	And(§(kind_of(§), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§)))), §(kind_of(ΣG#0:§. And(compound_kind(G#0, §), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§)))))	available	`cell cycle arrest` as a compositional compound (compound_kind(cell-cycle, arrest)) rather than the single UMLS concept. Identical predication and identical PP nesting; MWE-vs-compound is lexical.
The MSI relationship compared favourably to other strong biomarkers for vulnerabilities.	And(And(§(the(ΣG#0:§. compound_kind(G#0, §)).1), prep_to(the(ΣG#0:§. compound_kind(G#0, §)).1, kind_of(ΣG#0:§. And(gt(§(G#0), §), gt(§(G#0), §))))), prep_for(the(ΣG#0:§. compound_kind(G#0, §)).1, kind_of(§)))	available	PP ATTACHMENT: `for vulnerabilities` attaches HIGH to the relationship ('...compare to biomarkers AND the relationship for Vulnerability') instead of nesting into `biomarkers`. Both attachments are available; the nested one is the pin.
These classifications were highly concordant with PCR-based MSI phenotyping and with predicted MMR deficiency.	And(And(λG#0. the(§, kind_of(§), G#0), prep_with(the(§), kind_of(ΣG#0:§. And(compound_kind(G#0, §), §(G#0, kind_of(§)))))), And(λG#0. the(§, kind_of(§), G#0), prep_with(the(§), kind_of(ΣG#0:§. And(compound_kind(G#0, §), ΠG#1:Prop. ΠG#2:Entity. §(G#0, G#2) → G#1 → G#1)))))	available	`concordant` realised as the NOUN concept Concordance under an `is_a` ('the classification that is Concordance') rather than the gradable adjective. Same predication; lexical adjective/noun sense split.
These observations suggest that WRN dependency is not simply a result of MMR deficiency.	§(is_a(kind_of(ΣG#0:§. compound(G#0, §)), ΣG#0:§. prep_of(G#0, kind_of(§))) → False, kind_of(ΣG#0:§. compound_kind(G#0, §)))	available	Differs from the pin on two LEXICAL axes and no structural one: `These` read as the plural noun `theses` forming a compound with `observations` (a cross-POS noun reading of a determiner - the `pos_prune` experiment drops exactly these, and it is off in this configuration), and the WRN gene/protein sense split. A noun-noun compound is grammatically available, so this is ranking's problem, not the grammar's.
These observations suggest that WRN dependency is not simply a result of MMR deficiency.	§(is_a(kind_of(ΣG#0:§. compound_kind(G#0, §)), ΣG#0:§. prep_of(G#0, kind_of(§))) → False, kind_of(ΣG#0:§. compound_kind(G#0, §)))	available	Differs from the pin on two LEXICAL axes and no structural one: `These` read as the plural noun `theses` forming a compound with `observations` (a cross-POS noun reading of a determiner - the `pos_prune` experiment drops exactly these, and it is off in this configuration), and the WRN gene/protein sense split. A noun-noun compound is grammatically available, so this is ranking's problem, not the grammar's.
These observations suggest that WRN dependency is not simply a result of MMR deficiency.	§(is_a(kind_of(ΣG#0:§. compound_kind(G#0, §)), ΣG#0:§. prep_of(G#0, kind_of(§))) → False, the(§))	available	Differs from the pin on two LEXICAL axes and no structural one: `These` read as the plural noun `theses` forming a compound with `observations` (a cross-POS noun reading of a determiner - the `pos_prune` experiment drops exactly these, and it is off in this configuration), and the WRN gene/protein sense split. A noun-noun compound is grammatically available, so this is ranking's problem, not the grammar's.
Some cancers do not respond to immune checkpoint blockade.	ΠG#0:Prop. ΠG#1:§. And(§(G#1), prep_to(G#1, kind_of(§))) → False → G#0 → G#0	available	Either `to` as a free VP-adjunct rather than the verb's argument (both attachments are licensed - WordNet's PP frames record no governed preposition, so the lexicon cannot tell `respond to` from `operate on`), or `immune checkpoint blockade` bracketed compositionally ('Cell Cycle Checkpoints immune Blockade') instead of as the single UMLS concept. Attachment and MWE-vs-compound; neither is inadmissible.
Some cancers do not respond to immune checkpoint blockade.	ΠG#0:Prop. ΠG#1:§. And(§(G#1), prep_to(G#1, kind_of(ΣG#2:§. And(compound_kind(G#2, §), gt(§(G#2), §))))) → False → G#0 → G#0	available	Either `to` as a free VP-adjunct rather than the verb's argument (both attachments are licensed - WordNet's PP frames record no governed preposition, so the lexicon cannot tell `respond to` from `operate on`), or `immune checkpoint blockade` bracketed compositionally ('Cell Cycle Checkpoints immune Blockade') instead of as the single UMLS concept. Attachment and MWE-vs-compound; neither is inadmissible.
Some cancers do not respond to immune checkpoint blockade.	ΠG#0:Prop. ΠG#1:§. And(§(G#1), prep_to(G#1, kind_of(ΣG#2:§. And(§(G#2), compound_kind(G#2, §))))) → False → G#0 → G#0	available	Either `to` as a free VP-adjunct rather than the verb's argument (both attachments are licensed - WordNet's PP frames record no governed preposition, so the lexicon cannot tell `respond to` from `operate on`), or `immune checkpoint blockade` bracketed compositionally ('Cell Cycle Checkpoints immune Blockade') instead of as the single UMLS concept. Attachment and MWE-vs-compound; neither is inadmissible.
Some cancers do not respond to immune checkpoint blockade.	ΠG#0:Prop. ΠG#1:§. §(kind_of(ΣG#2:§. And(compound_kind(G#2, §), gt(§(G#2), §))), G#1) → False → G#0 → G#0	available	Either `to` as a free VP-adjunct rather than the verb's argument (both attachments are licensed - WordNet's PP frames record no governed preposition, so the lexicon cannot tell `respond to` from `operate on`), or `immune checkpoint blockade` bracketed compositionally ('Cell Cycle Checkpoints immune Blockade') instead of as the single UMLS concept. Attachment and MWE-vs-compound; neither is inadmissible.
Some cancers do not respond to immune checkpoint blockade.	ΠG#0:Prop. ΠG#1:§. §(kind_of(ΣG#2:§. And(§(G#2), compound_kind(G#2, §))), G#1) → False → G#0 → G#0	available	Either `to` as a free VP-adjunct rather than the verb's argument (both attachments are licensed - WordNet's PP frames record no governed preposition, so the lexicon cannot tell `respond to` from `operate on`), or `immune checkpoint blockade` bracketed compositionally ('Cell Cycle Checkpoints immune Blockade') instead of as the single UMLS concept. Attachment and MWE-vs-compound; neither is inadmissible.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(§), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§))))	available	Same predication as the pin; differs in how `double-stranded DNA breaks` is bracketed (the compositional alternatives to the single UMLS concept DNA Breaks, Double-Stranded) and/or in the WRN gene-vs-protein sense. MWE-vs-compound and sense selection - both ranking's problem, neither inadmissible.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(ΣG#0:§. And(compound_kind(G#0, §), gt(§(G#0), §))), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§))))	available	Same predication as the pin; differs in how `double-stranded DNA breaks` is bracketed (the compositional alternatives to the single UMLS concept DNA Breaks, Double-Stranded) and/or in the WRN gene-vs-protein sense. MWE-vs-compound and sense selection - both ranking's problem, neither inadmissible.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(ΣG#0:§. And(compound_kind(G#0, §), gt(§(G#0), §))), kind_of(ΣG#0:§. prep_of(G#0, §)))	available	Same predication as the pin; differs in how `double-stranded DNA breaks` is bracketed (the compositional alternatives to the single UMLS concept DNA Breaks, Double-Stranded) and/or in the WRN gene-vs-protein sense. MWE-vs-compound and sense selection - both ranking's problem, neither inadmissible.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(ΣG#0:§. compound_kind(G#0, §)), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§))))	available	Same predication as the pin; differs in how `double-stranded DNA breaks` is bracketed (the compositional alternatives to the single UMLS concept DNA Breaks, Double-Stranded) and/or in the WRN gene-vs-protein sense. MWE-vs-compound and sense selection - both ranking's problem, neither inadmissible.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(ΣG#0:§. compound_kind(G#0, §)), kind_of(ΣG#0:§. prep_of(G#0, §)))	available	Same predication as the pin; differs in how `double-stranded DNA breaks` is bracketed (the compositional alternatives to the single UMLS concept DNA Breaks, Double-Stranded) and/or in the WRN gene-vs-protein sense. MWE-vs-compound and sense selection - both ranking's problem, neither inadmissible.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(ΣG#0:§. gt(§(G#0), §)), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§))))	available	Same predication as the pin; differs in how `double-stranded DNA breaks` is bracketed (the compositional alternatives to the single UMLS concept DNA Breaks, Double-Stranded) and/or in the WRN gene-vs-protein sense. MWE-vs-compound and sense selection - both ranking's problem, neither inadmissible.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(ΣG#0:§. gt(§(G#0), §)), kind_of(ΣG#0:§. prep_of(G#0, §)))	available	Same predication as the pin; differs in how `double-stranded DNA breaks` is bracketed (the compositional alternatives to the single UMLS concept DNA Breaks, Double-Stranded) and/or in the WRN gene-vs-protein sense. MWE-vs-compound and sense selection - both ranking's problem, neither inadmissible.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. ΠG#2:Prop. ΠG#3:ΣG#3:§. prep_of(G#3, kind_of(ΣG#4:§. And(compound_kind(G#4, §), is_a(G#4, §)))). §(G#3.1, G#1) → G#2 → G#2 → G#0 → G#0	available	Same reading as the pin at the clause level - the object is the existential `impairment` with its `of` PP - but `DNA repair pathway` is bracketed with an `is_a` (essive) somewhere in the chain rather than as a pure compound. The essive and the compound are distinct lexical analyses of an N-N sequence and both are licensed; which one a given noun pair takes is a lexical fact, not a structural one.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. ΠG#2:Prop. ΠG#3:ΣG#3:§. prep_of(G#3, kind_of(ΣG#4:§. compound_kind(G#4, ΣG#5:§. is_a(G#5, §)))). §(G#3.1, G#1) → G#2 → G#2 → G#0 → G#0	available	Same reading as the pin at the clause level - the object is the existential `impairment` with its `of` PP - but `DNA repair pathway` is bracketed with an `is_a` (essive) somewhere in the chain rather than as a pure compound. The essive and the compound are distinct lexical analyses of an N-N sequence and both are licensed; which one a given noun pair takes is a lexical fact, not a structural one.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. ΠG#2:Prop. ΠG#3:ΣG#3:§. prep_of(G#3, kind_of(ΣG#4:§. is_a(G#4, §))). §(G#3.1, G#1) → G#2 → G#2 → G#0 → G#0	available	Same reading as the pin at the clause level - the object is the existential `impairment` with its `of` PP - but `DNA repair pathway` is bracketed with an `is_a` (essive) somewhere in the chain rather than as a pure compound. The essive and the compound are distinct lexical analyses of an N-N sequence and both are licensed; which one a given noun pair takes is a lexical fact, not a structural one.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. ΠG#2:Prop. ΠG#3:ΣG#3:§. prep_of(G#3, kind_of(ΣG#4:§. is_a(G#4, ΣG#5:§. compound_kind(G#5, §)))). §(G#3.1, G#1) → G#2 → G#2 → G#0 → G#0	available	Same reading as the pin at the clause level - the object is the existential `impairment` with its `of` PP - but `DNA repair pathway` is bracketed with an `is_a` (essive) somewhere in the chain rather than as a pure compound. The essive and the compound are distinct lexical analyses of an N-N sequence and both are licensed; which one a given noun pair takes is a lexical fact, not a structural one.
